Scenario,label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
284,5877bc725457a3e264dda4d8,https://openei.org/apps/USURDB/rate/view/5877bc725457a3e264dda4d8,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option A (at 220kV)",Southern California Edison Co,Commercial,*Tiered energy structure = Energy generation charge + Energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:27:14', '01/12/2017 03:30:22']"
285,5877c22f5457a3ff13dda4da,https://openei.org/apps/USURDB/rate/view/5877c22f5457a3ff13dda4da,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-3 Option A,Southern California Edison Co,Commercial,*Tiered energy charge is generation charge + delivery service charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,6,1000000000.0,1000000000.0,1e+99,0,1e+99,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/business-rates/!ut/p/b1/pVZLc6JAEP4rXjxOMU-YOeKjUIwxUZOoF2uAGcNG0Chmk_z6HRO3NuIqUHICuvub7p6vH9bMmlizVL7FC5nFq1Qu998ze-53Wy7yKO56jt-C7l3LaT0MbUR7yChMjQI887jwy154sN3xB7Drje8J7JJ7eDtyXQKhbT1ZM2sWptk6e7am21DNw1WaqTSbq7QOD-91uFGL3VJmq81HHWZyE2sNgtXqZWskMlNbsN7EYZwuQPi8ikNlfge7bZyq7RZ8yfdnrMM4sqaYhdDRQgKkAwIo4hHggSOB1nbAQy00UeIQ0wWn9zEh7rmd7siIhw6GXf-xfTNoIAwpPthfUDiy523fht3GXX9AGzcIUpq3P1U4sofDVtOIRcftD1qYP5zYnypcsPd67LL9XuHS-YOi8we0iFNfnChgVRGvZrkkj7228aEHxeMdJmMX5xVOL2lqonDOKhg3R_9oxTWnIiIccEY1oE6kgeBIgUBgW0seMEyDPOCAedC41PZ6_cYYCodWBvRLEDH-9fo6c02J7UvpPbMmZ2vsb8nk_cxdH2I__aQ6dCKIAmBjHQJqawQCxR0AqaK2CCJtfhcB4sqAfokKqB74oZnU4TaRy2XtXD5y5dhzfrrvaIqZggIghCmgRGkgQ4ZBpETEsYMJo6oIEFUG9Et0lCvykago3iW1cgTxRkdElgIxSRkHkIRsf58YiEDZANlMcCciGoeiALBJKgP6JVrcFQlZys1ClcwHp0cFY5u6pNSMHe1QBSjmxn1CKJCcwIjZjPCIFAHiyoB-iZZ9RT7kwszf3TLbbVRNplFtvUvWZhzXvofvdzTn-n3ziC6l5nMBoF0Z0C-x5eBNv9lfGFiZPYM41Str8nMTsSb_3USsSW4TqZToa9eedfKQcPIR7x_wMux8jnWSzPsZh4St3z5v9O0tkAH_IOcEv9XTH3wDiUg!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:51:43', '01/12/2017 04:00:52']"
286,5877bd795457a36324dda4d6,https://openei.org/apps/USURDB/rate/view/5877bd795457a36324dda4d6,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option B (Under 2kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,0,2000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:31:37', '01/12/2017 03:37:03']"
287,5877bee15457a34b29dda4d9,https://openei.org/apps/USURDB/rate/view/5877bee15457a34b29dda4d9,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option B (2kV-50kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:37:37', '01/12/2017 03:40:09']"
288,5877bfa15457a3d81adda4d8,https://openei.org/apps/USURDB/rate/view/5877bfa15457a3d81adda4d8,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option B (50kV-220kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:40:49', '01/12/2017 03:44:10']"
289,5877c0865457a3a91bdda4d7,https://openei.org/apps/USURDB/rate/view/5877c0865457a3a91bdda4d7,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option B (At 220kv)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,3-Phase,No demand window given,"[{'Facilities Voltage Discount (2KV-<50KV)': '$-0.10/KW'}
 {'Facilties Voltage Discount >50 kV-<220kV': '$-3.24/KW'}
 {'Facilties Voltage Discount >220 kV': '$-6.35/KW'}
 {'Time Voltage Discount (2KV-<50KV)': '$-0.20/KW'}
 {'Time Voltage Discount >50 kV-<220kV': '$-0.53/KW'}
 {'Time Voltage Discount >220 kV': '$-0.54/KW'}
 {'Reactive Power <50 KV': '$0.51/KVAR'}]",No additional energy comments given,"['01/12/2017 03:44:38', '01/12/2017 03:48:02']"
290,5877c5b25457a3443bdda4d7,https://openei.org/apps/USURDB/rate/view/5877c5b25457a3443bdda4d7,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-3 Option B,Southern California Edison Co,Commercial,*Tiered energy charge is generation charge + delivery service charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,6,1000000000.0,1000000000.0,1e+99,0,1e+99,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/business-rates/!ut/p/b1/pVZLc6JAEP4rXjxOMU-YOeKjUIwxUZOoF2uAGcNG0Chmk_z6HRO3NuIqUHICuvub7p6vH9bMmlizVL7FC5nFq1Qu998ze-53Wy7yKO56jt-C7l3LaT0MbUR7yChMjQI887jwy154sN3xB7Drje8J7JJ7eDtyXQKhbT1ZM2sWptk6e7am21DNw1WaqTSbq7QOD-91uFGL3VJmq81HHWZyE2sNgtXqZWskMlNbsN7EYZwuQPi8ikNlfge7bZyq7RZ8yfdnrMM4sqaYhdDRQgKkAwIo4hHggSOB1nbAQy00UeIQ0wWn9zEh7rmd7siIhw6GXf-xfTNoIAwpPthfUDiy523fht3GXX9AGzcIUpq3P1U4sofDVtOIRcftD1qYP5zYnypcsPd67LL9XuHS-YOi8we0iFNfnChgVRGvZrkkj7228aEHxeMdJmMX5xVOL2lqonDOKhg3R_9oxTWnIiIccEY1oE6kgeBIgUBgW0seMEyDPOCAedC41PZ6_cYYCodWBvRLEDH-9fo6c02J7UvpPbMmZ2vsb8nk_cxdH2I__aQ6dCKIAmBjHQJqawQCxR0AqaK2CCJtfhcB4sqAfokKqB74oZnU4TaRy2XtXD5y5dhzfrrvaIqZggIghCmgRGkgQ4ZBpETEsYMJo6oIEFUG9Et0lCvykago3iW1cgTxRkdElgIxSRkHkIRsf58YiEDZANlMcCciGoeiALBJKgP6JVrcFQlZys1ClcwHp0cFY5u6pNSMHe1QBSjmxn1CKJCcwIjZjPCIFAHiyoB-iZZ9RT7kwszf3TLbbVRNplFtvUvWZhzXvofvdzTn-n3ziC6l5nMBoF0Z0C-x5eBNv9lfGFiZPYM41Str8nMTsSb_3USsSW4TqZToa9eedfKQcPIR7x_wMux8jnWSzPsZh4St3z5v9O0tkAH_IOcEv9XTH3wDiUg!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,['01/12/2017 04:06:42']
291,5877c6a15457a34b29dda4da,https://openei.org/apps/USURDB/rate/view/5877c6a15457a34b29dda4da,17609,General Service Time-of-use Electric Vehicle Charging - Demand Metered:TOU-EV-4 (Under 2kV),Southern California Edison Co,Commercial,* Flat rate buy is the energy delivery charge.    * Tiered energy usage charges are the generation charges.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,6,1000000000.0,1000000000.0,1e+99,0,500,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/business-rates/!ut/p/b1/pVZLc6JAEP4rXjxOMU-YOeKjUIwxUZOoF2uAGcNG0Chmk_z6HRO3NuIqUHICuvub7p6vH9bMmlizVL7FC5nFq1Qu998ze-53Wy7yKO56jt-C7l3LaT0MbUR7yChMjQI887jwy154sN3xB7Drje8J7JJ7eDtyXQKhbT1ZM2sWptk6e7am21DNw1WaqTSbq7QOD-91uFGL3VJmq81HHWZyE2sNgtXqZWskMlNbsN7EYZwuQPi8ikNlfge7bZyq7RZ8yfdnrMM4sqaYhdDRQgKkAwIo4hHggSOB1nbAQy00UeIQ0wWn9zEh7rmd7siIhw6GXf-xfTNoIAwpPthfUDiy523fht3GXX9AGzcIUpq3P1U4sofDVtOIRcftD1qYP5zYnypcsPd67LL9XuHS-YOi8we0iFNfnChgVRGvZrkkj7228aEHxeMdJmMX5xVOL2lqonDOKhg3R_9oxTWnIiIccEY1oE6kgeBIgUBgW0seMEyDPOCAedC41PZ6_cYYCodWBvRLEDH-9fo6c02J7UvpPbMmZ2vsb8nk_cxdH2I__aQ6dCKIAmBjHQJqawQCxR0AqaK2CCJtfhcB4sqAfokKqB74oZnU4TaRy2XtXD5y5dhzfrrvaIqZggIghCmgRGkgQ4ZBpETEsYMJo6oIEFUG9Et0lCvykago3iW1cgTxRkdElgIxSRkHkIRsf58YiEDZANlMcCciGoeiALBJKgP6JVrcFQlZys1ClcwHp0cFY5u6pNSMHe1QBSjmxn1CKJCcwIjZjPCIFAHiyoB-iZZ9RT7kwszf3TLbbVRNplFtvUvWZhzXvofvdzTn-n3ziC6l5nMBoF0Z0C-x5eBNv9lfGFiZPYM41Str8nMTsSb_3USsSW4TqZToa9eedfKQcPIR7x_wMux8jnWSzPsZh4St3z5v9O0tkAH_IOcEv9XTH3wDiUg!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 04:10:41', '01/12/2017 04:14:36']"
292,5877c7ae5457a3a91bdda4d8,https://openei.org/apps/USURDB/rate/view/5877c7ae5457a3a91bdda4d8,17609,General Service Time-of-use Electric Vehicle Charging - Demand Metered:TOU-EV-4 (2kv-50kv),Southern California Edison Co,Commercial,* Flat rate buy is the energy delivery charge.    * Tiered energy usage charges are the generation charges.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,6,1000000000.0,1000000000.0,1e+99,0,500,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/business-rates/!ut/p/b1/pVZLc6JAEP4rXjxOMU-YOeKjUIwxUZOoF2uAGcNG0Chmk_z6HRO3NuIqUHICuvub7p6vH9bMmlizVL7FC5nFq1Qu998ze-53Wy7yKO56jt-C7l3LaT0MbUR7yChMjQI887jwy154sN3xB7Drje8J7JJ7eDtyXQKhbT1ZM2sWptk6e7am21DNw1WaqTSbq7QOD-91uFGL3VJmq81HHWZyE2sNgtXqZWskMlNbsN7EYZwuQPi8ikNlfge7bZyq7RZ8yfdnrMM4sqaYhdDRQgKkAwIo4hHggSOB1nbAQy00UeIQ0wWn9zEh7rmd7siIhw6GXf-xfTNoIAwpPthfUDiy523fht3GXX9AGzcIUpq3P1U4sofDVtOIRcftD1qYP5zYnypcsPd67LL9XuHS-YOi8we0iFNfnChgVRGvZrkkj7228aEHxeMdJmMX5xVOL2lqonDOKhg3R_9oxTWnIiIccEY1oE6kgeBIgUBgW0seMEyDPOCAedC41PZ6_cYYCodWBvRLEDH-9fo6c02J7UvpPbMmZ2vsb8nk_cxdH2I__aQ6dCKIAmBjHQJqawQCxR0AqaK2CCJtfhcB4sqAfokKqB74oZnU4TaRy2XtXD5y5dhzfrrvaIqZggIghCmgRGkgQ4ZBpETEsYMJo6oIEFUG9Et0lCvykago3iW1cgTxRkdElgIxSRkHkIRsf58YiEDZANlMcCciGoeiALBJKgP6JVrcFQlZys1ClcwHp0cFY5u6pNSMHe1QBSjmxn1CKJCcwIjZjPCIFAHiyoB-iZZ9RT7kwszf3TLbbVRNplFtvUvWZhzXvofvdzTn-n3ziC6l5nMBoF0Z0C-x5eBNv9lfGFiZPYM41Str8nMTsSb_3USsSW4TqZToa9eedfKQcPIR7x_wMux8jnWSzPsZh4St3z5v9O0tkAH_IOcEv9XTH3wDiUg!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,3-Phase,No demand window given,"[{'Facilities Voltage Discount 2 kV-<50kV': '$-0.18/KW'}
 {'Facilties Voltage Discount >50 kV-<220kV': '$-5.78/KW'}
 {'Facilties Voltage Discount >220 kV': '$-9.96/KW'}
 {'Reactive power <50KV': '$0.51/KVAR'}]",No additional energy comments given,"['01/12/2017 04:15:10', '01/12/2017 04:18:38']"
293,5877c8ad5457a3a80adda4d7,https://openei.org/apps/USURDB/rate/view/5877c8ad5457a3a80adda4d7,17609,General Service Time-of-use Electric Vehicle Charging - Demand Metered:TOU-EV-4 (50kV - 220 kV),Southern California Edison Co,Commercial,* Flat rate buy is the energy delivery charge.    * Tiered energy usage charges are the generation charges.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,6,1000000000.0,1000000000.0,1e+99,0,500,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/business-rates/!ut/p/b1/pVZLc6JAEP4rXjxOMU-YOeKjUIwxUZOoF2uAGcNG0Chmk_z6HRO3NuIqUHICuvub7p6vH9bMmlizVL7FC5nFq1Qu998ze-53Wy7yKO56jt-C7l3LaT0MbUR7yChMjQI887jwy154sN3xB7Drje8J7JJ7eDtyXQKhbT1ZM2sWptk6e7am21DNw1WaqTSbq7QOD-91uFGL3VJmq81HHWZyE2sNgtXqZWskMlNbsN7EYZwuQPi8ikNlfge7bZyq7RZ8yfdnrMM4sqaYhdDRQgKkAwIo4hHggSOB1nbAQy00UeIQ0wWn9zEh7rmd7siIhw6GXf-xfTNoIAwpPthfUDiy523fht3GXX9AGzcIUpq3P1U4sofDVtOIRcftD1qYP5zYnypcsPd67LL9XuHS-YOi8we0iFNfnChgVRGvZrkkj7228aEHxeMdJmMX5xVOL2lqonDOKhg3R_9oxTWnIiIccEY1oE6kgeBIgUBgW0seMEyDPOCAedC41PZ6_cYYCodWBvRLEDH-9fo6c02J7UvpPbMmZ2vsb8nk_cxdH2I__aQ6dCKIAmBjHQJqawQCxR0AqaK2CCJtfhcB4sqAfokKqB74oZnU4TaRy2XtXD5y5dhzfrrvaIqZggIghCmgRGkgQ4ZBpETEsYMJo6oIEFUG9Et0lCvykago3iW1cgTxRkdElgIxSRkHkIRsf58YiEDZANlMcCciGoeiALBJKgP6JVrcFQlZys1ClcwHp0cFY5u6pNSMHe1QBSjmxn1CKJCcwIjZjPCIFAHiyoB-iZZ9RT7kwszf3TLbbVRNplFtvUvWZhzXvofvdzTn-n3ziC6l5nMBoF0Z0C-x5eBNv9lfGFiZPYM41Str8nMTsSb_3USsSW4TqZToa9eedfKQcPIR7x_wMux8jnWSzPsZh4St3z5v9O0tkAH_IOcEv9XTH3wDiUg!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 04:19:25', '01/12/2017 04:23:59']"
